,organization,industry,section,gri_l1,gri_l2,sim_score,gri_desc
928,microsoft,technology,microsoft-sustainability-2022-22,gri_201,gri_201-2,0.430987537,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
929,microsoft,technology,microsoft-sustainability-2022-22,gri_305,gri_305-1,0.415694326,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
930,microsoft,technology,microsoft-sustainability-2022-23,gri_305,gri_305-5,0.614377558,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
931,microsoft,technology,microsoft-sustainability-2022-23,gri_302,gri_302-4,0.518352389,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
932,microsoft,technology,microsoft-sustainability-2022-23,gri_302,gri_302-5,0.46983102,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
933,microsoft,technology,microsoft-sustainability-2022-23,gri_305,gri_305-1,0.463580728,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
934,microsoft,technology,microsoft-sustainability-2022-24,gri_201,gri_201-2,0.44960767,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
935,microsoft,technology,microsoft-sustainability-2022-24,gri_308,gri_308-2,0.446922332,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
936,microsoft,technology,microsoft-sustainability-2022-24,gri_302,gri_302-5,0.400185168,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
937,microsoft,technology,microsoft-sustainability-2022-25,gri_201,gri_201-2,0.456204772,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
938,microsoft,technology,microsoft-sustainability-2022-27,gri_201,gri_201-2,0.40941298,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
939,microsoft,technology,microsoft-sustainability-2022-28,gri_305,gri_305-3,0.569909394,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
940,microsoft,technology,microsoft-sustainability-2022-28,gri_305,gri_305-5,0.549259424,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
941,microsoft,technology,microsoft-sustainability-2022-28,gri_305,gri_305-1,0.546206951,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
942,microsoft,technology,microsoft-sustainability-2022-28,gri_305,gri_305-2,0.536386847,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
943,microsoft,technology,microsoft-sustainability-2022-28,gri_305,gri_305-6,0.521076381,"Emissions (Climate Change, Pollution & Toxics): Emissions of Ozone-Depleting Substances (ODS) (How many metric tons of ODS did the company emit?)"
944,microsoft,technology,microsoft-sustainability-2022-28,gri_305,gri_305-7,0.511958241,"Emissions (Climate Change, Pollution & Toxics): Nitrogen oxides (NOX), sulfur oxides (SOX), Hazardous Air Pollutant (HAP) and other significant air emissions (How many metric tonnes of SOx, NOX, HAP does the company emit?)"
945,microsoft,technology,microsoft-sustainability-2022-30,gri_305,gri_305-1,0.485659361,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
946,microsoft,technology,microsoft-sustainability-2022-30,gri_302,gri_302-4,0.452662677,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
947,microsoft,technology,microsoft-sustainability-2022-30,gri_305,gri_305-2,0.441271067,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
948,microsoft,technology,microsoft-sustainability-2022-30,gri_305,gri_305-3,0.429686099,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
949,microsoft,technology,microsoft-sustainability-2022-30,gri_306,gri_306-1,0.411649615,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
950,microsoft,technology,microsoft-sustainability-2022-31,gri_305,gri_305-3,0.757290244,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
951,microsoft,technology,microsoft-sustainability-2022-31,gri_305,gri_305-2,0.730441332,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
952,microsoft,technology,microsoft-sustainability-2022-31,gri_305,gri_305-1,0.729668736,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
953,microsoft,technology,microsoft-sustainability-2022-31,gri_305,gri_305-6,0.496900886,"Emissions (Climate Change, Pollution & Toxics): Emissions of Ozone-Depleting Substances (ODS) (How many metric tons of ODS did the company emit?)"
954,microsoft,technology,microsoft-sustainability-2022-31,gri_305,gri_305-5,0.486054182,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
955,microsoft,technology,microsoft-sustainability-2022-31,gri_305,gri_305-7,0.482441038,"Emissions (Climate Change, Pollution & Toxics): Nitrogen oxides (NOX), sulfur oxides (SOX), Hazardous Air Pollutant (HAP) and other significant air emissions (How many metric tonnes of SOx, NOX, HAP does the company emit?)"
956,microsoft,technology,microsoft-sustainability-2022-32,gri_302,gri_302-4,0.579955757,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
957,microsoft,technology,microsoft-sustainability-2022-32,gri_302,gri_302-5,0.519616485,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
958,microsoft,technology,microsoft-sustainability-2022-32,gri_302,gri_302-1,0.447282821,"Energy (Energy Management, Fuel Consumption): Energy consumption within the organization (Company's total energy consumption)"
959,microsoft,technology,microsoft-sustainability-2022-32,gri_305,gri_305-1,0.436657548,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
960,microsoft,technology,microsoft-sustainability-2022-36,gri_302,gri_302-4,0.538428843,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
961,microsoft,technology,microsoft-sustainability-2022-36,gri_302,gri_302-5,0.506858587,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
962,microsoft,technology,microsoft-sustainability-2022-36,gri_302,gri_302-1,0.492487907,"Energy (Energy Management, Fuel Consumption): Energy consumption within the organization (Company's total energy consumption)"
963,microsoft,technology,microsoft-sustainability-2022-41,gri_305,gri_305-5,0.52830255,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
964,microsoft,technology,microsoft-sustainability-2022-41,gri_302,gri_302-5,0.476724505,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
965,microsoft,technology,microsoft-sustainability-2022-41,gri_305,gri_305-1,0.424568027,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
966,microsoft,technology,microsoft-sustainability-2022-41,gri_302,gri_302-4,0.424172908,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
967,microsoft,technology,microsoft-sustainability-2022-41,gri_201,gri_201-2,0.421747327,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
968,microsoft,technology,microsoft-sustainability-2022-42,gri_305,gri_305-5,0.508347511,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
969,microsoft,technology,microsoft-sustainability-2022-42,gri_305,gri_305-1,0.50553441,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
970,microsoft,technology,microsoft-sustainability-2022-42,gri_305,gri_305-3,0.487810105,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
971,microsoft,technology,microsoft-sustainability-2022-42,gri_305,gri_305-2,0.455603093,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
972,microsoft,technology,microsoft-sustainability-2022-42,gri_305,gri_305-7,0.413930655,"Emissions (Climate Change, Pollution & Toxics): Nitrogen oxides (NOX), sulfur oxides (SOX), Hazardous Air Pollutant (HAP) and other significant air emissions (How many metric tonnes of SOx, NOX, HAP does the company emit?)"
973,microsoft,technology,microsoft-sustainability-2022-43,gri_305,gri_305-5,0.562625408,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
974,microsoft,technology,microsoft-sustainability-2022-43,gri_308,gri_308-2,0.518051863,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
975,microsoft,technology,microsoft-sustainability-2022-43,gri_308,gri_308-1,0.502842426,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
976,microsoft,technology,microsoft-sustainability-2022-43,gri_302,gri_302-5,0.410440892,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
977,microsoft,technology,microsoft-sustainability-2022-43,gri_302,gri_302-4,0.407109857,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
978,microsoft,technology,microsoft-sustainability-2022-44,gri_308,gri_308-2,0.403576434,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
979,microsoft,technology,microsoft-sustainability-2022-46,gri_302,gri_302-1,0.409607917,"Energy (Energy Management, Fuel Consumption): Energy consumption within the organization (Company's total energy consumption)"
980,microsoft,technology,microsoft-sustainability-2022-47,gri_302,gri_302-4,0.560582042,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
981,microsoft,technology,microsoft-sustainability-2022-47,gri_302,gri_302-5,0.523324907,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
982,microsoft,technology,microsoft-sustainability-2022-47,gri_308,gri_308-2,0.451656491,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
983,microsoft,technology,microsoft-sustainability-2022-47,gri_305,gri_305-1,0.445306271,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
984,microsoft,technology,microsoft-sustainability-2022-47,gri_306,gri_306-1,0.43975392,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
985,microsoft,technology,microsoft-sustainability-2022-47,gri_305,gri_305-3,0.438607961,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
986,microsoft,technology,microsoft-sustainability-2022-47,gri_305,gri_305-2,0.420122683,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
987,microsoft,technology,microsoft-sustainability-2022-51,gri_308,gri_308-2,0.450001925,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
988,microsoft,technology,microsoft-sustainability-2022-51,gri_308,gri_308-1,0.415775627,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
989,microsoft,technology,microsoft-sustainability-2022-55,gri_308,gri_308-2,0.501160979,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
990,microsoft,technology,microsoft-sustainability-2022-55,gri_308,gri_308-1,0.44467479,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
991,microsoft,technology,microsoft-sustainability-2022-55,gri_201,gri_201-2,0.429975927,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
992,microsoft,technology,microsoft-sustainability-2022-56,gri_305,gri_305-5,0.519584417,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
993,microsoft,technology,microsoft-sustainability-2022-56,gri_302,gri_302-5,0.483037949,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
994,microsoft,technology,microsoft-sustainability-2022-56,gri_302,gri_302-4,0.473779351,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
995,microsoft,technology,microsoft-sustainability-2022-56,gri_308,gri_308-2,0.439494997,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
996,microsoft,technology,microsoft-sustainability-2022-56,gri_308,gri_308-1,0.401070178,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
997,microsoft,technology,microsoft-sustainability-2022-58,gri_308,gri_308-2,0.447008669,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
998,microsoft,technology,microsoft-sustainability-2022-58,gri_201,gri_201-2,0.407301724,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
999,microsoft,technology,microsoft-sustainability-2022-59,gri_302,gri_302-5,0.451483756,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
1000,microsoft,technology,microsoft-sustainability-2022-59,gri_302,gri_302-4,0.433152378,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
1001,microsoft,technology,microsoft-sustainability-2022-59,gri_201,gri_201-2,0.403462261,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1002,microsoft,technology,microsoft-sustainability-2022-60,gri_302,gri_302-5,0.457157344,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
1003,microsoft,technology,microsoft-sustainability-2022-62,gri_302,gri_302-4,0.45531565,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
1004,microsoft,technology,microsoft-sustainability-2022-62,gri_302,gri_302-5,0.455020308,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
1005,microsoft,technology,microsoft-sustainability-2022-64,gri_201,gri_201-2,0.425308645,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1006,microsoft,technology,microsoft-sustainability-2022-74,gri_308,gri_308-2,0.49291265,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
1007,microsoft,technology,microsoft-sustainability-2022-74,gri_308,gri_308-1,0.44057107,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
1008,microsoft,technology,microsoft-sustainability-2022-74,gri_201,gri_201-2,0.414667726,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1009,microsoft,technology,microsoft-sustainability-2022-76,gri_201,gri_201-2,0.471767247,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1010,microsoft,technology,microsoft-sustainability-2022-76,gri_2,gri_2-25,0.460182428,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1011,microsoft,technology,microsoft-sustainability-2022-76,gri_302,gri_302-4,0.456192374,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
1012,microsoft,technology,microsoft-sustainability-2022-76,gri_2,gri_2-22,0.445847988,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1013,microsoft,technology,microsoft-sustainability-2022-76,gri_308,gri_308-2,0.443853736,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
1014,microsoft,technology,microsoft-sustainability-2022-76,gri_302,gri_302-5,0.431867301,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
1015,microsoft,technology,microsoft-sustainability-2022-76,gri_304,gri_304-2,0.409089267,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
1016,microsoft,technology,microsoft-sustainability-2022-77,gri_303,gri_303-5,0.502525806,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water consumption (Volume of water consumed by the company)"
1017,microsoft,technology,microsoft-sustainability-2022-77,gri_303,gri_303-2,0.470808476,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Management of water discharge-related impacts (A description of any minimum standards set for the quality of effluent discharge)"
1018,microsoft,technology,microsoft-sustainability-2022-77,gri_303,gri_303-1,0.456000268,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Interactions with water as a shared resource (A description of how and where water is withdrawn, consumed, and discharged, and the water-related impacts the organization has caused, or that are directly linked to its operations, products, or services by its business relationships)"
1019,microsoft,technology,microsoft-sustainability-2022-77,gri_303,gri_303-3,0.414950252,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water Recycled (Volume of the water used by the company recycled or reused)"
1020,microsoft,technology,microsoft-sustainability-2022-77,gri_303,gri_303-4,0.413666934,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water discharge (Total water discharge to all areas (seawater, groundwater, surface))"
1021,microsoft,technology,microsoft-sustainability-2022-78,gri_303,gri_303-2,0.518511474,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Management of water discharge-related impacts (A description of any minimum standards set for the quality of effluent discharge)"
1022,microsoft,technology,microsoft-sustainability-2022-78,gri_303,gri_303-5,0.51678282,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water consumption (Volume of water consumed by the company)"
1023,microsoft,technology,microsoft-sustainability-2022-78,gri_306,gri_306-6,0.471149832,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Water discharge impact (Water bodies or related habitats significantly affected by water discharges?)"
1024,microsoft,technology,microsoft-sustainability-2022-78,gri_303,gri_303-3,0.470842004,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water Recycled (Volume of the water used by the company recycled or reused)"
1025,microsoft,technology,microsoft-sustainability-2022-78,gri_303,gri_303-1,0.467687368,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Interactions with water as a shared resource (A description of how and where water is withdrawn, consumed, and discharged, and the water-related impacts the organization has caused, or that are directly linked to its operations, products, or services by its business relationships)"
1026,microsoft,technology,microsoft-sustainability-2022-78,gri_303,gri_303-4,0.466835409,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water discharge (Total water discharge to all areas (seawater, groundwater, surface))"
1027,microsoft,technology,microsoft-sustainability-2022-79,gri_303,gri_303-5,0.540287256,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water consumption (Volume of water consumed by the company)"
1028,microsoft,technology,microsoft-sustainability-2022-79,gri_303,gri_303-3,0.4613581,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water Recycled (Volume of the water used by the company recycled or reused)"
1029,microsoft,technology,microsoft-sustainability-2022-79,gri_303,gri_303-2,0.444369584,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Management of water discharge-related impacts (A description of any minimum standards set for the quality of effluent discharge)"
1030,microsoft,technology,microsoft-sustainability-2022-79,gri_306,gri_306-6,0.440306604,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Water discharge impact (Water bodies or related habitats significantly affected by water discharges?)"
1031,microsoft,technology,microsoft-sustainability-2022-79,gri_303,gri_303-1,0.425555229,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Interactions with water as a shared resource (A description of how and where water is withdrawn, consumed, and discharged, and the water-related impacts the organization has caused, or that are directly linked to its operations, products, or services by its business relationships)"
1032,microsoft,technology,microsoft-sustainability-2022-79,gri_303,gri_303-4,0.411115259,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water discharge (Total water discharge to all areas (seawater, groundwater, surface))"
1033,microsoft,technology,microsoft-sustainability-2022-80,gri_303,gri_303-3,0.554804683,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water Recycled (Volume of the water used by the company recycled or reused)"
1034,microsoft,technology,microsoft-sustainability-2022-80,gri_303,gri_303-1,0.553001761,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Interactions with water as a shared resource (A description of how and where water is withdrawn, consumed, and discharged, and the water-related impacts the organization has caused, or that are directly linked to its operations, products, or services by its business relationships)"
1035,microsoft,technology,microsoft-sustainability-2022-80,gri_303,gri_303-5,0.537337959,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water consumption (Volume of water consumed by the company)"
1036,microsoft,technology,microsoft-sustainability-2022-80,gri_303,gri_303-2,0.533650398,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Management of water discharge-related impacts (A description of any minimum standards set for the quality of effluent discharge)"
1037,microsoft,technology,microsoft-sustainability-2022-80,gri_303,gri_303-4,0.520756841,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water discharge (Total water discharge to all areas (seawater, groundwater, surface))"
1038,microsoft,technology,microsoft-sustainability-2022-80,gri_302,gri_302-4,0.454604685,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
1039,microsoft,technology,microsoft-sustainability-2022-81,gri_303,gri_303-5,0.523600698,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water consumption (Volume of water consumed by the company)"
1040,microsoft,technology,microsoft-sustainability-2022-81,gri_303,gri_303-2,0.520519912,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Management of water discharge-related impacts (A description of any minimum standards set for the quality of effluent discharge)"
1041,microsoft,technology,microsoft-sustainability-2022-81,gri_303,gri_303-1,0.49806878,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Interactions with water as a shared resource (A description of how and where water is withdrawn, consumed, and discharged, and the water-related impacts the organization has caused, or that are directly linked to its operations, products, or services by its business relationships)"
1042,microsoft,technology,microsoft-sustainability-2022-81,gri_303,gri_303-3,0.493704021,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water Recycled (Volume of the water used by the company recycled or reused)"
1043,microsoft,technology,microsoft-sustainability-2022-81,gri_303,gri_303-4,0.484771013,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water discharge (Total water discharge to all areas (seawater, groundwater, surface))"
1044,microsoft,technology,microsoft-sustainability-2022-81,gri_306,gri_306-6,0.464656889,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Water discharge impact (Water bodies or related habitats significantly affected by water discharges?)"
1045,microsoft,technology,microsoft-sustainability-2022-82,gri_302,gri_302-4,0.455279708,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
1046,microsoft,technology,microsoft-sustainability-2022-82,gri_302,gri_302-5,0.434652537,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
1047,microsoft,technology,microsoft-sustainability-2022-83,gri_303,gri_303-5,0.452439964,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water consumption (Volume of water consumed by the company)"
1048,microsoft,technology,microsoft-sustainability-2022-83,gri_303,gri_303-2,0.426067621,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Management of water discharge-related impacts (A description of any minimum standards set for the quality of effluent discharge)"
1049,microsoft,technology,microsoft-sustainability-2022-85,gri_303,gri_303-3,0.590095639,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water Recycled (Volume of the water used by the company recycled or reused)"
